Task=13 Orders=35 Vehicles=262 Scores=1219
13	1	3	57.06
13	1	18	15.66
13	1	31	56.52
13	1	36	44.59
13	1	44	17.20
13	1	47	12.17
13	1	64	19.97
13	1	77	47.23
13	1	79	27.61
13	1	81	51.61
13	1	84	29.39
13	1	87	14.55
13	1	107	14.82
13	1	118	17.10
13	1	128	43.86
13	1	129	44.93
13	1	135	18.63
13	1	136	49.03
13	1	139	28.69
13	1	141	55.01
13	1	142	15.85
13	1	153	17.20
13	1	154	17.25
13	1	155	17.70
13	1	157	16.00
13	1	169	18.37
13	1	178	29.93
13	1	180	16.99
13	1	184	14.89
13	1	186	24.56
13	1	189	37.24
13	1	199	26.34
13	1	207	17.62
13	1	215	21.15
13	1	219	15.52
13	1	227	29.00
13	1	229	16.18
13	1	231	16.97
13	1	234	38.31
13	1	244	16.13
13	1	253	15.85
13	1	257	17.86
13	1	260	30.44
13	1,6	3	83.59
13	1,6	31	82.45
13	1,6	36	68.28
13	1,6	84	54.52
13	1,6	128	61.39
13	1,6	129	72.34
13	1,6	139	64.76
13	1,6	178	48.52
13	1,6	227	56.20
13	1,9	3	85.23
13	1,9	31	84.06
13	1,9	128	71.17
13	1,9	129	57.93
13	1,9	178	42.96
13	2	4	25.06
13	2	17	18.90
13	2	22	23.96
13	2	28	17.49
13	2	29	37.68
13	2	30	47.04
13	2	32	38.48
13	2	46	47.38
13	2	49	18.80
13	2	54	57.68
13	2	56	21.28
13	2	60	43.76
13	2	61	18.10
13	2	86	41.15
13	2	94	55.30
13	2	99	50.21
13	2	111	47.68
13	2	113	52.21
13	2	115	31.48
13	2	133	49.13
13	2	140	47.38
13	2	144	60.20
13	2	170	36.34
13	2	172	15.44
13	2	174	24.00
13	2	175	30.13
13	2	179	38.10
13	2	198	33.20
13	2	223	58.72
13	2	236	16.37
13	2	239	48.79
13	2	243	17.73
13	2,27	4	37.30
13	2,27	17	26.54
13	2,27	28	24.79
13	2,27	32	48.59
13	2,27	56	28.59
13	2,27	60	50.77
13	2,27	61	29.73
13	2,27	86	51.30
13	2,27	94	64.51
13	2,27	115	39.63
13	2,27	133	55.99
13	2,27	170	42.80
13	2,27	172	26.11
13	2,27	174	33.66
13	2,27	175	41.56
13	2,27	223	68.85
13	2,27	236	25.70
13	2,27	243	28.21
13	3	5	48.01
13	3	8	10.08
13	3	9	42.63
13	3	16	10.34
13	3	19	32.31
13	3	20	15.61
13	3	23	13.76
13	3	25	15.15
13	3	33	15.80
13	3	41	13.61
13	3	67	33.83
13	3	80	48.55
13	3	112	48.07
13	3	143	23.04
13	3	170	25.92
13	3	185	22.76
13	3	191	11.68
13	3	197	40.27
13	3	200	32.44
13	3	223	60.99
13	3	228	12.15
13	3	230	11.51
13	3	233	13.79
13	3	245	11.85
13	3	249	14.08
13	3,23	8	28.18
13	3,23	19	46.86
13	3,23	20	28.58
13	3,23	23	31.21
13	3,23	67	51.63
13	3,23	143	44.90
13	3,23	200	46.80
13	3,25	8	28.63
13	3,25	19	45.66
13	3,25	20	28.70
13	3,25	23	31.87
13	3,25	67	60.14
13	3,25	143	45.56
13	3,25	185	40.24
13	3,25	200	47.46
13	4	8	22.21
13	4	9	55.77
13	4	15	35.13
13	4	16	22.54
13	4	19	44.68
13	4	20	28.93
13	4	23	20.83
13	4	25	30.83
13	4	33	29.18
13	4	34	26.86
13	4	41	23.01
13	4	80	61.93
13	4	106	51.63
13	4	112	61.49
13	4	143	38.24
13	4	181	35.42
13	4	185	31.15
13	4	191	27.61
13	4	197	51.15
13	4	200	41.99
13	4	208	35.66
13	4	228	23.97
13	4	230	25.25
13	4	233	27.04
13	4	245	27.24
13	4,16	8	37.23
13	4,16	16	37.18
13	4,16	19	60.65
13	4,16	20	46.03
13	4,16	23	36.89
13	4,16	25	47.63
13	4,16	143	54.28
13	4,16	185	45.99
13	4,16	200	57.08
13	5	14	38.92
13	5	50	39.59
13	5	62	43.20
13	5	72	50.41
13	5	97	24.15
13	5	100	49.41
13	5	121	53.61
13	5	134	37.45
13	5	212	43.38
13	5	213	36.25
13	5	235	22.44
13	5	254	44.03
13	5,22	50	52.92
13	5,22	62	54.89
13	5,22	97	37.77
13	5,22	134	50.99
13	5,22	254	57.24
13	5,24	50	68.06
13	5,24	62	54.96
13	5,24	97	53.30
13	6	3	67.76
13	6	31	67.93
13	6	35	66.65
13	6	36	54.17
13	6	84	36.32
13	6	93	70.24
13	6	128	48.59
13	6	129	53.04
13	6	139	42.25
13	6	141	64.34
13	6	178	33.25
13	6	209	53.18
13	6	227	34.17
13	6,9	3	82.94
13	6,9	31	82.00
13	6,9	93	93.49
13	6,9	128	72.83
13	6,9	129	65.38
13	6,9	178	48.41
13	7	35	73.14
13	7	37	27.90
13	7	43	49.97
13	7	52	62.97
13	7	57	56.52
13	7	74	54.38
13	7	78	48.18
13	7	84	52.76
13	7	93	54.00
13	7	102	66.61
13	7	124	59.54
13	7	129	56.15
13	7	139	50.45
13	7	176	31.82
13	7	178	48.68
13	7	190	55.35
13	7	209	58.21
13	7	227	51.13
13	7,10	37	45.76
13	7,10	43	67.44
13	7,10	52	75.63
13	7,10	57	72.34
13	7,10	74	66.56
13	7,10	78	59.89
13	7,10	84	66.27
13	7,10	93	77.70
13	7,10	124	73.07
13	7,10	139	65.72
13	7,10	176	50.82
13	7,10	190	72.93
13	7,10	227	63.85
13	7,33	43	63.56
13	7,33	52	79.92
13	7,33	57	63.61
13	7,33	74	66.15
13	7,33	78	59.58
13	7,33	124	77.49
13	7,33	176	51.23
13	7,33	190	68.77
13	8	37	12.70
13	8	69	36.86
13	8	82	12.34
13	8	88	21.31
13	8	90	19.46
13	8	98	35.85
13	8	102	52.04
13	8	110	13.23
13	8	117	16.93
13	8	124	44.97
13	8	125	52.85
13	8	147	36.25
13	8	152	13.54
13	8	190	44.28
13	8	194	13.68
13	8	222	14.79
13	8	240	30.59
13	8	241	42.76
13	8	242	35.34
13	8	247	52.37
13	8	248	22.08
13	8	258	34.49
13	8,10	37	39.46
13	8,10	98	65.34
13	8,10	124	72.07
13	8,10	190	64.46
13	9	3	63.92
13	9	31	66.14
13	9	81	52.96
13	9	93	73.48
13	9	95	67.03
13	9	103	68.39
13	9	123	59.17
13	9	128	57.51
13	9	129	46.34
13	9	136	58.86
13	9	141	63.59
13	9	178	33.76
13	9	202	52.79
13	9	238	37.49
13	9,15	31	78.01
13	9,15	93	83.08
13	9,15	95	79.73
13	9,15	103	79.35
13	9,15	123	68.38
13	9,15	128	66.58
13	9,15	129	59.65
13	9,15	178	43.21
13	9,15	202	61.37
13	10	37	26.76
13	10	43	47.77
13	10	52	61.52
13	10	57	53.72
13	10	71	22.38
13	10	74	53.79
13	10	78	47.70
13	10	84	47.37
13	10	93	64.92
13	10	98	48.70
13	10	101	26.61
13	10	102	65.13
13	10	124	57.99
13	10	139	52.85
13	10	176	33.00
13	10	190	54.93
13	10	209	57.49
13	10	227	51.00
13	10,33	43	72.56
13	10,33	52	78.10
13	10,33	57	61.79
13	10,33	71	41.96
13	10,33	74	74.35
13	10,33	78	68.51
13	10,33	101	49.31
13	10,33	124	75.66
13	10,33	176	55.97
13	10,33	190	79.52
13	10,34	37	48.65
13	10,34	43	59.54
13	10,34	52	72.44
13	10,34	57	65.08
13	10,34	71	40.42
13	10,34	74	64.34
13	10,34	78	57.72
13	10,34	84	58.46
13	10,34	93	77.92
13	10,34	98	62.04
13	10,34	101	47.21
13	10,34	124	69.70
13	10,34	139	65.42
13	10,34	176	41.92
13	10,34	190	68.49
13	10,34	227	61.96
13	10,35	37	38.07
13	10,35	98	58.46
13	10,35	124	68.03
13	10,35	190	64.87
13	11	42	27.96
13	11	76	51.18
13	11	145	42.63
13	11	149	23.52
13	11	164	20.18
13	11	205	21.00
13	11,32	76	66.55
13	12	10	37.59
13	12	43	43.39
13	12	52	51.32
13	12	53	35.65
13	12	57	45.07
13	12	71	14.85
13	12	74	50.76
13	12	78	44.15
13	12	101	18.75
13	12	119	27.97
13	12	124	46.66
13	12	165	39.06
13	12	168	30.96
13	12	176	31.44
13	12	190	50.06
13	12	209	51.59
13	12	210	40.82
13	12	216	18.03
13	12	220	30.30
13	12	232	13.79
13	12	246	16.38
13	12	250	38.14
13	12	252	23.56
13	12	255	19.76
13	12	261	16.11
13	12,31	10	53.68
13	12,31	43	61.31
13	12,31	52	68.03
13	12,31	57	56.97
13	12,31	71	29.24
13	12,31	78	59.27
13	12,31	101	29.21
13	12,31	119	45.42
13	12,31	124	64.51
13	12,31	165	54.52
13	12,31	168	48.41
13	12,31	176	51.58
13	12,31	190	67.82
13	12,31	220	47.72
13	12,31	232	31.23
13	12,31	250	55.62
13	12,31	252	41.01
13	12,31	261	33.55
13	13	22	30.00
13	13	58	57.37
13	13	86	42.77
13	13	113	41.15
13	13	133	52.31
13	13	151	39.68
13	13	172	22.04
13	13	206	34.99
13	13	225	62.34
13	13	226	34.10
13	13	239	49.63
13	13,28	206	49.82
13	13,28	225	88.32
13	13,28	226	56.80
13	14	1	32.55
13	14	3	52.65
13	14	18	11.14
13	14	31	53.00
13	14	44	15.39
13	14	47	14.07
13	14	64	15.23
13	14	77	40.89
13	14	79	25.75
13	14	81	40.82
13	14	87	12.76
13	14	92	13.23
13	14	95	55.85
13	14	107	13.68
13	14	116	32.03
13	14	118	16.08
13	14	122	27.82
13	14	128	44.18
13	14	129	36.44
13	14	135	13.06
13	14	136	47.18
13	14	141	53.44
13	14	142	11.25
13	14	153	11.97
13	14	154	12.61
13	14	155	10.80
13	14	157	15.46
13	14	159	12.18
13	14	162	13.24
13	14	169	9.87
13	14	178	33.69
13	14	180	13.10
13	14	182	26.79
13	14	184	13.77
13	14	186	17.56
13	14	189	30.46
13	14	199	20.66
13	14	202	38.99
13	14	207	12.49
13	14	215	12.27
13	14	217	14.15
13	14	219	14.46
13	14	221	35.45
13	14	224	24.51
13	14	227	38.45
13	14	229	11.52
13	14	231	9.90
13	14	234	31.83
13	14	237	15.03
13	14	238	25.82
13	14	244	13.06
13	14	253	11.03
13	14	257	14.30
13	14	260	31.83
13	14,15	18	27.70
13	14,15	31	64.76
13	14,15	44	27.31
13	14,15	47	26.92
13	14,15	79	36.77
13	14,15	87	24.42
13	14,15	92	28.11
13	14,15	95	68.86
13	14,15	107	26.82
13	14,15	118	31.38
13	14,15	128	57.37
13	14,15	129	49.61
13	14,15	135	24.49
13	14,15	142	28.00
13	14,15	153	23.00
13	14,15	155	25.85
13	14,15	157	29.13
13	14,15	162	31.35
13	14,15	169	26.99
13	14,15	178	52.30
13	14,15	180	24.59
13	14,15	184	27.13
13	14,15	186	32.13
13	14,15	189	38.90
13	14,15	199	32.10
13	14,15	202	51.75
13	14,15	215	27.44
13	14,15	217	29.72
13	14,15	219	28.72
13	14,15	224	36.56
13	14,15	227	50.30
13	14,15	229	28.61
13	14,15	231	24.94
13	14,15	234	45.92
13	14,15	237	26.44
13	14,15	244	28.45
13	14,15	253	26.07
13	14,15	260	44.79
13	14,29	1	41.94
13	14,29	3	62.14
13	14,29	18	20.28
13	14,29	31	61.96
13	14,29	47	24.61
13	14,29	64	23.39
13	14,29	87	23.63
13	14,29	92	26.08
13	14,29	95	66.96
13	14,29	107	25.07
13	14,29	116	41.07
13	14,29	118	28.94
13	14,29	122	37.17
13	14,29	128	54.82
13	14,29	129	47.61
13	14,29	135	25.20
13	14,29	142	20.42
13	14,29	153	23.62
13	14,29	154	21.75
13	14,29	155	22.99
13	14,29	157	27.31
13	14,29	159	21.51
13	14,29	162	25.28
13	14,29	169	23.24
13	14,29	180	24.72
13	14,29	182	34.87
13	14,29	184	25.27
13	14,29	186	28.38
13	14,29	189	46.96
13	14,29	199	29.42
13	14,29	207	22.30
13	14,29	215	27.11
13	14,29	217	27.62
13	14,29	219	26.66
13	14,29	229	20.97
13	14,29	231	20.00
13	14,29	234	48.42
13	14,29	238	33.99
13	14,29	244	25.73
13	14,29	253	20.34
13	14,29	257	24.14
13	15	18	16.28
13	15	31	57.38
13	15	37	16.97
13	15	44	14.56
13	15	47	15.35
13	15	73	17.08
13	15	74	44.72
13	15	77	45.85
13	15	79	25.32
13	15	83	17.80
13	15	87	13.39
13	15	92	14.59
13	15	93	56.62
13	15	95	57.44
13	15	102	60.93
13	15	103	58.21
13	15	107	14.92
13	15	110	16.41
13	15	117	20.30
13	15	118	17.00
13	15	123	48.62
13	15	128	46.23
13	15	129	34.58
13	15	135	11.75
13	15	136	46.68
13	15	139	27.01
13	15	141	55.23
13	15	142	16.45
13	15	152	18.85
13	15	153	11.37
13	15	155	13.77
13	15	157	16.52
13	15	162	17.79
13	15	169	15.96
13	15	178	33.62
13	15	180	12.76
13	15	183	24.41
13	15	184	14.97
13	15	186	20.75
13	15	189	27.03
13	15	195	19.73
13	15	199	25.55
13	15	202	39.56
13	15	209	48.69
13	15	214	16.90
13	15	215	17.99
13	15	217	15.14
13	15	219	15.61
13	15	221	34.92
13	15	224	24.69
13	15	227	41.46
13	15	229	16.77
13	15	231	15.68
13	15	234	33.94
13	15	237	14.61
13	15	244	15.17
13	15	253	16.41
13	15	260	32.92
13	15,19	31	76.24
13	15,19	37	36.76
13	15,19	44	23.48
13	15,19	47	34.58
13	15,19	73	41.10
13	15,19	74	61.65
13	15,19	79	34.08
13	15,19	83	40.55
13	15,19	87	32.07
13	15,19	92	37.04
13	15,19	93	68.00
13	15,19	107	35.14
13	15,19	110	35.85
13	15,19	118	28.04
13	15,19	128	56.39
13	15,19	129	56.56
13	15,19	135	33.38
13	15,19	139	48.68
13	15,19	152	41.30
13	15,19	153	30.80
13	15,19	155	33.86
13	15,19	157	37.34
13	15,19	169	38.97
13	15,19	178	54.58
13	15,19	180	32.54
13	15,19	183	46.01
13	15,19	184	35.77
13	15,19	186	40.01
13	15,19	189	46.85
13	15,19	202	49.96
13	15,19	215	45.21
13	15,19	217	39.69
13	15,19	219	37.75
13	15,19	224	44.51
13	15,19	227	51.85
13	15,19	237	34.38
13	15,19	244	37.48
13	15,19	260	43.41
13	16	8	21.70
13	16	9	55.85
13	16	16	24.18
13	16	19	42.55
13	16	20	26.51
13	16	23	25.31
13	16	25	31.18
13	16	67	46.56
13	16	112	59.54
13	16	143	38.42
13	16	185	34.72
13	16	200	41.97
13	17	4	26.04
13	17	17	19.94
13	17	22	24.72
13	17	28	18.61
13	17	29	50.27
13	17	30	46.49
13	17	32	40.00
13	17	46	46.72
13	17	49	19.58
13	17	56	22.28
13	17	60	43.68
13	17	61	19.44
13	17	86	42.23
13	17	94	55.46
13	17	111	44.55
13	17	113	51.27
13	17	115	27.08
13	17	133	49.77
13	17	140	46.80
13	17	144	59.69
13	17	170	36.49
13	17	172	15.37
13	17	174	24.69
13	17	175	30.62
13	17	179	38.48
13	17	198	37.59
13	17	223	59.62
13	17	236	15.35
13	17	239	49.01
13	17	243	19.11
13	17,20	22	48.41
13	17,20	32	61.62
13	17,20	46	57.66
13	17,20	61	37.32
13	17,20	86	54.68
13	17,20	111	74.58
13	17,20	172	40.07
13	17,27	4	34.14
13	17,27	17	25.39
13	17,27	28	23.96
13	17,27	32	49.54
13	17,27	56	27.30
13	17,27	60	52.24
13	17,27	61	28.58
13	17,27	86	52.77
13	17,27	94	65.93
13	17,27	115	31.82
13	17,27	133	57.46
13	17,27	170	44.34
13	17,27	172	29.94
13	17,27	174	30.96
13	17,27	175	40.45
13	17,27	223	70.35
13	17,27	236	29.32
13	17,27	243	26.62
13	18	10	42.15
13	18	43	46.87
13	18	52	56.17
13	18	57	37.03
13	18	71	16.99
13	18	78	48.10
13	18	98	52.87
13	18	101	16.39
13	18	119	32.08
13	18	124	50.75
13	18	150	21.48
13	18	165	43.68
13	18	168	26.96
13	18	176	39.30
13	18	190	52.99
13	18	220	32.70
13	18	232	19.85
13	18	250	43.52
13	18	252	29.41
13	18	261	20.49
13	18,33	10	48.11
13	18,33	43	55.52
13	18,33	52	62.99
13	18,33	57	47.90
13	18,33	71	24.82
13	18,33	78	54.00
13	18,33	101	29.42
13	18,33	119	40.46
13	18,33	124	59.55
13	18,33	165	48.79
