Task=120 Orders=30 Vehicles=326 Scores=1183
120	1	6	55.59
120	1	20	58.73
120	1	27	13.63
120	1	38	36.24
120	1	42	40.01
120	1	50	47.25
120	1	54	43.66
120	1	57	16.13
120	1	60	50.90
120	1	63	42.20
120	1	73	55.52
120	1	88	28.52
120	1	90	25.80
120	1	93	37.00
120	1	95	25.17
120	1	98	34.37
120	1	102	27.75
120	1	104	49.39
120	1	113	37.94
120	1	125	56.75
120	1	127	15.06
120	1	132	52.72
120	1	134	43.70
120	1	135	31.99
120	1	137	49.10
120	1	143	14.10
120	1	149	16.65
120	1	156	28.55
120	1	158	28.04
120	1	164	36.04
120	1	165	39.68
120	1	172	12.28
120	1	173	56.01
120	1	177	37.99
120	1	180	13.76
120	1	192	64.77
120	1	197	12.00
120	1	200	9.44
120	1	205	13.52
120	1	211	16.34
120	1	213	47.89
120	1	218	11.65
120	1	226	18.42
120	1	229	34.90
120	1	230	14.94
120	1	251	12.14
120	1	257	15.24
120	1	269	20.89
120	1	274	36.13
120	1	275	13.83
120	1	280	21.70
120	1	285	45.11
120	1	286	14.01
120	1	289	35.32
120	1	293	38.15
120	1	297	13.28
120	1	302	33.68
120	1	304	13.58
120	1	309	45.94
120	1	311	13.18
120	1	313	31.94
120	1	317	16.87
120	1,23	60	69.59
120	1,23	73	83.24
120	1,23	88	43.83
120	1,23	90	42.44
120	1,23	93	51.21
120	1,23	95	45.14
120	1,23	125	72.49
120	1,23	132	69.23
120	1,23	158	51.20
120	1,23	200	34.90
120	1,23	205	36.41
120	1,23	213	62.62
120	1,23	226	43.04
120	1,23	230	29.13
120	1,23	269	41.54
120	1,23	274	51.77
120	1,23	280	38.94
120	1,23	297	31.13
120	2	1	31.65
120	2	49	39.96
120	2	56	28.35
120	2	84	19.04
120	2	89	41.11
120	2	96	39.08
120	2	101	51.77
120	2	103	33.32
120	2	109	16.86
120	2	124	27.41
120	2	128	43.79
120	2	131	15.25
120	2	133	23.58
120	2	136	49.75
120	2	153	14.03
120	2	159	14.41
120	2	163	37.70
120	2	168	22.13
120	2	169	19.31
120	2	182	15.51
120	2	184	17.00
120	2	186	26.46
120	2	203	19.07
120	2	208	27.28
120	2	215	12.34
120	2	217	17.61
120	2	220	17.46
120	2	234	36.75
120	2	247	13.38
120	2	262	32.76
120	2	263	16.10
120	2	268	14.77
120	2	281	14.03
120	2	282	43.30
120	2	284	34.69
120	2	295	32.89
120	2	315	22.59
120	2	316	20.82
120	2	318	45.49
120	2	320	13.49
120	2,6	1	38.82
120	2,6	49	49.93
120	2,6	56	33.23
120	2,6	84	27.34
120	2,6	96	45.58
120	2,6	101	60.66
120	2,6	103	43.21
120	2,6	109	24.86
120	2,6	124	36.86
120	2,6	128	52.72
120	2,6	131	22.15
120	2,6	133	28.30
120	2,6	136	55.86
120	2,6	153	20.76
120	2,6	159	20.96
120	2,6	163	43.17
120	2,6	168	29.39
120	2,6	169	26.24
120	2,6	182	22.34
120	2,6	184	23.97
120	2,6	186	32.92
120	2,6	203	25.03
120	2,6	208	33.39
120	2,6	215	20.96
120	2,6	217	24.76
120	2,6	220	24.49
120	2,6	234	43.15
120	2,6	247	20.24
120	2,6	262	39.21
